Course_Name,Code,Section,Class_type,Time,Days,Building,Room,Teacher,Lab_Time,Lab_Days,Lab_Building,Lab_Room,Lab_Teacher
CPIS 210 - تنظيم وبنيان الحاسب,36395,IS2,نظري/عملي,11:00 AM - 12:20 PM,MW,031 كلية الحاسبات وت.المعلومات,08A,يوسف سعيد السناني (P),5:30 PM - 6:50 PM,R,031 كلية الحاسبات وت.المعلومات,09,معاذ عبدالله الغامدي 
CPIS 210 - تنظيم وبنيان الحاسب,36396,IS3,نظري/عملي,2:30 PM - 3:50 PM,MW,031 كلية الحاسبات وت.المعلومات,13,يوسف سعيد السناني (P),5:30 PM - 6:50 PM,W,031 كلية الحاسبات وت.المعلومات,16,معاذ عبدالله الغامدي 
CPIS 210 - تنظيم وبنيان الحاسب,36397,IS4,نظري/عملي,3:00 PM - 3:50 PM,TRU,031 كلية الحاسبات وت.المعلومات,16,فرخ نديم عبداللطيف (P),5:30 PM - 6:50 PM,U,031 كلية الحاسبات وت.المعلومات,16,معاذ عبدالله الغامدي 
CPIS 220 - مبادئ نظم المعلومات,32392,B1,نظري/عملي,8:00 AM - 9:20 AM,M,061,123G,عبير بشير زمو ,10:00 AM - 10:50 AM,TRU,061,148G,هناء علي المغربي (P)
CPIS 220 - مبادئ نظم المعلومات,32393,B2,نظري/عملي,11:00 AM - 12:20 PM,M,061,139G,عبير بشير زمو ,12:00 PM - 12:50 PM,TRU,061,149G,دانيه مسفر الجعيد (P)
CPIS 220 - مبادئ نظم المعلومات,36398,IS1,نظري/عملي,4:00 PM - 5:20 PM,MW,031 كلية الحاسبات وت.المعلومات,09,احمد مصطفى بلفقيه (P),7:00 PM - 8:20 PM,U,031 كلية الحاسبات وت.المعلومات,08,معاذ عبدالله الغامدي 
CPIS 220 - مبادئ نظم المعلومات,36399,IS2,نظري/عملي,9:30 AM - 10:50 AM,MW,031 كلية الحاسبات وت.المعلومات,13,عدنان مصطفى البار (P),5:30 PM - 6:50 PM,R,031 كلية الحاسبات وت.المعلومات,15,عدنان مصطفى البار 
CPIS 220 - مبادئ نظم المعلومات,36400,IS4,نظري/عملي,11:00 AM - 12:20 PM,MW,031 كلية الحاسبات وت.المعلومات,16,احمد مصطفى بلفقيه (P),11:00 AM - 12:20 PM,R,031 كلية الحاسبات وت.المعلومات,15,معاذ عبدالله الغامدي 
CPIS 222 - مبادىءنظم التشغيل,32394,A1,نظري/عملي,9:00 AM - 9:50 AM,TRU,061,148G,دانيه مسفر الجعيد (P),2:30 PM - 3:50 PM,R,061,139G,مرام محمد فلاته 
CPIS 222 - مبادىءنظم التشغيل,32395,A2,نظري/عملي,10:00 AM - 10:50 AM,TRU,061,149G,دانيه مسفر الجعيد (P),1:00 PM - 2:20 PM,R,061,139G,مرام محمد فلاته 
CPIS 222 - مبادىءنظم التشغيل,36401,IS1,نظري/عملي,4:00 PM - 5:20 PM,MW,031 كلية الحاسبات وت.المعلومات,14,جبرائيل الأمين محمد أبوسمره (P),5:30 PM - 6:50 PM,R,031 كلية الحاسبات وت.المعلومات,14,جبرائيل الأمين محمد أبوسمره 
CPIS 222 - مبادىءنظم التشغيل,36402,IS2,نظري/عملي,3:00 PM - 3:50 PM,TRU,031 كلية الحاسبات وت.المعلومات,05,جبرائيل الأمين محمد أبوسمره (P),5:30 PM - 6:50 PM,T,031 كلية الحاسبات وت.المعلومات,06,جبرائيل الأمين محمد أبوسمره 
CPIS 222 - مبادىءنظم التشغيل,40239,IS3,نظري/عملي,2:30 PM - 3:50 PM,MW,TBA,TBA,TBA,5:30 PM - 6:50 PM,R,TBA,TBA,TBA
CPIS 240 - نظم ادارة قواعد البيانات,32397,B1,نظري/عملي,9:00 AM - 9:50 AM,TRU,061,149G,حليمة ادريس سمرا (P),1:00 PM - 2:20 PM,T,061,122G,هاجر هليل الجهني 
CPIS 240 - نظم ادارة قواعد البيانات,36403,IS1,نظري/عملي,9:30 AM - 10:50 AM,MW,031 كلية الحاسبات وت.المعلومات,08,محمد حاتم بن سواد (P),7:00 PM - 8:20 PM,U,031 كلية الحاسبات وت.المعلومات,15,محمد حاتم بن سواد 
CPIS 240 - نظم ادارة قواعد البيانات,36404,IS2,نظري/عملي,11:00 AM - 12:20 PM,MW,031 كلية الحاسبات وت.المعلومات,08,محمد حاتم بن سواد (P),5:30 PM - 6:50 PM,U,031 كلية الحاسبات وت.المعلومات,08,محمد حاتم بن سواد 
CPIS 240 - نظم ادارة قواعد البيانات,36405,IS3,نظري,1:00 PM - 1:50 PM,TRU,031 كلية الحاسبات وت.المعلومات,03,محمد حمدي العليمي (P),7:00 PM - 8:20 PM,U,031 كلية الحاسبات وت.المعلومات,11,محمد حمدي العليمي 
CPIS 240 - نظم ادارة قواعد البيانات,40240,IS4,نظري/عملي,4:00 PM - 5:20 PM,MW,TBA,TBA,TBA,7:00 PM - 8:20 PM,R,TBA,TBA,TBA
CPIS 241 - مقدمةفي ادارة قواعد البيانات,31173,A1,نظري/عملي,2:00 PM - 2:50 PM,TRU,007,091C,عائشه محمد مقبل (P),,,,,
CPIS 241 - مقدمةفي ادارة قواعد البيانات,31174,A2,نظري/عملي,1:00 PM - 1:50 PM,TRU,007,077C,عائشه محمد مقبل (P),,,,,
CPIS 241 - مقدمةفي ادارة قواعد البيانات,31175,A3,نظري/عملي,12:00 PM - 12:50 PM,TRU,007,094A,عائشه محمد مقبل (P),,,,,
CPIS 241 - مقدمةفي ادارة قواعد البيانات,31176,A4,نظري/عملي,11:00 AM - 11:50 AM,TRU,007,091C,عائشه محمد مقبل (P),,,,,
CPIS 241 - مقدمةفي ادارة قواعد البيانات,36406,KE,نظري/عملي,7:00 PM - 8:20 PM,M,031 كلية الحاسبات وت.المعلومات,05,احمد سعيد الفقيه ,3:00 PM - 3:50 PM,TRU,125 ( فصول دراسية ميدان قديم),108A,احمد سعيد الفقيه (P)
CPIS 241 - مقدمةفي ادارة قواعد البيانات,40242,KE2,نظري/عملي,7:00 PM - 8:20 PM,M,TBA,TBA,TBA,9:00 AM - 9:50 AM,TRU,TBA,TBA,TBA
CPIS 250 - هندسة البرمجيات,32398,A1,نظري/عملي,8:00 AM - 9:15 AM,MW,061,106F,شيماء محمد سلامه (P),11:00 AM - 12:20 PM,W,061,130G,حليمة ادريس سمرا 
CPIS 250 - هندسة البرمجيات,36407,IS1,نظري/عملي,7:00 PM - 8:20 PM,M,031 كلية الحاسبات وت.المعلومات,08,سلطان عبدالله القرني ,4:00 PM - 4:50 PM,TRU,031 كلية الحاسبات وت.المعلومات,17,عادل عبود باحداد (P)
CPIS 250 - هندسة البرمجيات,36408,IS2,نظري/عملي,1:00 PM - 2:20 PM,MW,031 كلية الحاسبات وت.المعلومات,08A,سلطان عبدالله القرني (P),7:00 PM - 8:20 PM,W,031 كلية الحاسبات وت.المعلومات,13,معاذ عبدالله الغامدي 
CPIS 250 - هندسة البرمجيات,36409,IS3,نظري/عملي,10:00 AM - 10:50 AM,TRU,031 كلية الحاسبات وت.المعلومات,13,عادل عبود باحداد (P),5:30 PM - 6:50 PM,T,031 كلية الحاسبات وت.المعلومات,03,معاذ عبدالله الغامدي 
CPIS 250 - هندسة البرمجيات,40243,IS4,نظري/عملي,5:30 PM - 6:50 PM,M,TBA,TBA,TBA,10:00 AM - 10:50 AM,TRU,TBA,TBA,TBA
CPIS 312 - أمن المعلومات والحاسبات,32400,A1,نظري/عملي,1:00 PM - 1:50 PM,TRU,061,124G,مها فاروق محمد صابر (P),8:00 AM - 9:20 AM,U,061,139G,ريهام عماد ابوالحمائل 
CPIS 312 - أمن المعلومات والحاسبات,32403,A2,نظري/عملي,12:00 PM - 12:50 PM,TRU,061,105G,مها فاروق محمد صابر (P),8:00 AM - 9:20 AM,W,061,139G,ريهام عماد ابوالحمائل 
CPIS 312 - أمن المعلومات والحاسبات,36410,IS1,نظري/عملي,9:00 AM - 9:50 AM,TRU,031 كلية الحاسبات وت.المعلومات, ,TBA,11:00 AM - 12:20 PM,R,031 كلية الحاسبات وت.المعلومات, ,TBA
CPIS 312 - أمن المعلومات والحاسبات,40244,IS2,نظري/عملي,1:00 PM - 1:50 PM,TRU,031 كلية الحاسبات وت.المعلومات,12,بندر احمد الزهراني (P),11:00 AM - 12:20 PM,U,031 كلية الحاسبات وت.المعلومات,10,بندر احمد الزهراني 
CPIS 320 - نظرية ونظم دعم القرار,32587,A,نظري/عملي,10:00 AM - 10:50 AM,TRU,061,105G,حليمة ادريس سمرا (P),1:00 PM - 2:20 PM,T,061,123G,وعد عبدالله الشهري 
CPIS 320 - نظرية ونظم دعم القرار,32590,A1,نظري/عملي,12:00 PM - 12:50 PM,TRU,061,127G,حليمة ادريس سمرا (P),2:30 PM - 3:50 PM,T,061,137G,وعد عبدالله الشهري 
CPIS 320 - نظرية ونظم دعم القرار,36411,IS1,نظري/عملي,9:00 AM - 9:50 AM,TRU,031 كلية الحاسبات وت.المعلومات,06,عبدالله عبدالحميد البركاتي (P),7:00 PM - 8:20 PM,W,031 كلية الحاسبات وت.المعلومات,04,عبدالله عبدالحميد البركاتي 
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,33438,A1C,نظري/عملي,2:00 PM - 2:50 PM,TR,061,148G,هناء محمد صالح نمنكاني (P),2:30 PM - 3:50 PM,U,061,122G,هاجر هليل الجهني 
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,33443,A2S,نظري/عملي,1:00 PM - 2:20 PM,M,061,146G,عبير بشير زمو ,12:00 PM - 12:50 PM,TR,061,124G,هناء محمد صالح نمنكاني (P)
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,33446,A3S,نظري/عملي,1:00 PM - 1:50 PM,TR,061,127G,هناء محمد صالح نمنكاني (P),9:30 AM - 10:50 AM,T,061,135F,هاجر هليل الجهني 
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,33447,A4T,نظري/عملي,9:30 AM - 10:50 AM,M,061,122G,عبير بشير زمو ,9:00 AM - 9:50 AM,TU,061,127G,سعاد سليمان العريفي (P)
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,33451,A5T,نظري/عملي,9:30 AM - 10:50 AM,M,061,146G,هاجر هليل الجهني ,11:00 AM - 11:50 AM,TU,061,102F,سعاد سليمان العريفي (P)
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,33453,A6T,نظري/عملي,11:00 AM - 12:20 PM,M,061,122G,هاجر هليل الجهني ,12:00 PM - 12:50 PM,TU,061,128G,سحر حسن فلاته (P)
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,33455,A7T,نظري/عملي,1:00 PM - 2:20 PM,M,061,138G,هاجر هليل الجهني ,1:00 PM - 1:50 PM,TU,061,147G,سحر حسن فلاته (P)
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,36412,F1,نظري/عملي,3:00 PM - 3:50 PM,T,081,101A,هادي محسن عقيبي ,11:00 AM - 11:50 AM,RU,031 كلية الحاسبات وت.المعلومات,06,هادي محسن عقيبي (P)
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,36413,F2,نظري/عملي,2:30 PM - 3:20 PM,MW,031 كلية الحاسبات وت.المعلومات,09,احمد مصطفى بلفقيه (P),7:00 PM - 7:50 PM,R,031 كلية الحاسبات وت.المعلومات,06,احمد مصطفى بلفقيه 
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,36414,F3,نظري/عملي,1:00 PM - 1:50 PM,T,031 كلية الحاسبات وت.المعلومات,01,هادي محسن عقيبي ,1:00 PM - 1:50 PM,RU,031 كلية الحاسبات وت.المعلومات,01,هادي محسن عقيبي (P)
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,36415,F4,نظري/عملي,9:30 AM - 10:20 AM,MW,031 كلية الحاسبات وت.المعلومات,10,علاء عمران المغربي (P),4:00 PM - 4:50 PM,R,031 كلية الحاسبات وت.المعلومات,06,علاء عمران المغربي 
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,36416,F6,نظري/عملي,2:00 PM - 2:50 PM,TU,031 كلية الحاسبات وت.المعلومات,11,عثمان علي ارشاد (P),2:00 PM - 2:50 PM,R,031 كلية الحاسبات وت.المعلومات,11,عثمان علي ارشاد 
CPIS 334 - مقدمة ادارة مشاريع النظم البرم,40245,IS6,نظري/عملي,2:00 PM - 2:50 PM,TU,TBA,TBA,TBA,11:00 AM - 11:50 AM,R,TBA,TBA,TBA
CPIS 342 - مستودعات البيانات والتنقيب,32407,D1,نظري/عملي,1:00 PM - 2:20 PM,M,061,122G,ريهام عماد ابوالحمائل ,10:00 AM - 10:50 AM,TRU,061,128G,اميمه عبدالله المطرفي (P)
CPIS 342 - مستودعات البيانات والتنقيب,32409,D2,نظري/عملي,9:00 AM - 9:50 AM,TRU,061,105G,اميمه عبدالله المطرفي (P),1:00 PM - 2:20 PM,W,061,122G,ريهام عماد ابوالحمائل 
CPIS 342 - مستودعات البيانات والتنقيب,36417,IS1,نظري/عملي,11:00 AM - 12:20 PM,MW,081,310A,عبدالله عيد الحجيلي (P),7:00 PM - 8:20 PM,R,031 كلية الحاسبات وت.المعلومات,15,عبدالله عيد الحجيلي 
CPIS 342 - مستودعات البيانات والتنقيب,36418,IS2,نظري/عملي,5:30 PM - 6:50 PM,M,031 كلية الحاسبات وت.المعلومات,08,معاذ عبدالله الغامدي ,1:00 PM - 1:50 PM,TRU,031 كلية الحاسبات وت.المعلومات,08,يوسف سعيد السناني (P)
CPIS 342 - مستودعات البيانات والتنقيب,40246,IS3,نظري/عملي,7:00 PM - 8:20 PM,M,TBA,TBA,TBA,3:00 PM - 3:50 PM,TRU,TBA,TBA,TBA
CPIS 351 - تحليل وتصميم نظم المعلومات,32413,A1,نظري/عملي,11:00 AM - 12:15 PM,MW,061,146F,سحر حسين جمبي (P),2:30 PM - 3:50 PM,W,061,123G,وعد عبدالله الشهري 
CPIS 351 - تحليل وتصميم نظم المعلومات,32415,A2,نظري/عملي,1:00 PM - 2:15 PM,MW,061,148G,سحر حسين جمبي (P),11:00 AM - 12:20 PM,W,061,107G,وعد عبدالله الشهري 
CPIS 351 - تحليل وتصميم نظم المعلومات,36419,IS1,نظري/عملي,2:00 PM - 2:50 PM,TRU,031 كلية الحاسبات وت.المعلومات,09,محمد شير رمضان (P),5:30 PM - 6:50 PM,T,031 كلية الحاسبات وت.المعلومات,11,محمد شير رمضان 
CPIS 351 - تحليل وتصميم نظم المعلومات,36420,IS2,نظري/عملي,4:00 PM - 5:20 PM,MW,031 كلية الحاسبات وت.المعلومات,06,رائد عبدالباسط الصيني (P),7:00 PM - 8:20 PM,U,031 كلية الحاسبات وت.المعلومات,03,رائد عبدالباسط الصيني 
CPIS 351 - تحليل وتصميم نظم المعلومات,40247,IS3,نظري/عملي,4:00 PM - 4:50 PM,TRU,TBA,TBA,TBA,5:30 PM - 6:50 PM,W,TBA,TBA,TBA
CPIS 352 - تطوير تطبيقات نظم المعلومات,32418,C1,نظري/عملي,8:00 AM - 9:15 AM,MW,061,105G,فوزيه عقاب الزهراني (P),9:30 AM - 10:50 AM,U,061,138G,ريهام عماد ابوالحمائل 
CPIS 352 - تطوير تطبيقات نظم المعلومات,32419,C2,نظري/عملي,9:30 AM - 10:50 AM,MW,061,148G,فوزيه عقاب الزهراني (P),8:00 AM - 9:20 AM,M,061,138G,ريهام عماد ابوالحمائل 
CPIS 352 - تطوير تطبيقات نظم المعلومات,36421,IS1,نظري/عملي,10:00 AM - 10:50 AM,TRU,031 كلية الحاسبات وت.المعلومات,15,توفيق زهير حسنين (P),5:30 PM - 6:50 PM,W,031 كلية الحاسبات وت.المعلومات,15,توفيق زهير حسنين 
CPIS 352 - تطوير تطبيقات نظم المعلومات,36422,IS2,نظري/عملي,2:30 PM - 3:50 PM,MW,031 كلية الحاسبات وت.المعلومات,16,مصطفى السيد الشربينى (P),11:00 AM - 12:20 PM,R,031 كلية الحاسبات وت.المعلومات,05,مصطفى السيد الشربينى 
CPIS 352 - تطوير تطبيقات نظم المعلومات,40248,IS3,نظري/عملي,9:30 AM - 10:50 AM,MW,TBA,TBA,TBA,7:00 PM - 8:20 PM,W,TBA,TBA,TBA
CPIS 354 - مبادىءالاتصال بين الانسان والح,36423,IS1,نظري/عملي,1:00 PM - 2:20 PM,MW,031 كلية الحاسبات وت.المعلومات, ,TBA,5:30 PM - 6:50 PM,U,031 كلية الحاسبات وت.المعلومات, ,TBA
CPIS 354 - مبادىءالاتصال بين الانسان والح,36424,IS2,نظري/عملي,4:00 PM - 4:50 PM,TRU,031 كلية الحاسبات وت.المعلومات,01,ساشي عرفات (P),7:00 PM - 8:20 PM,U,031 كلية الحاسبات وت.المعلومات,06,ساشي عرفات 
CPIS 354 - مبادىءالاتصال بين الانسان والح,40249,IS3,نظري/عملي,11:00 AM - 12:20 PM,MW,471 ( فصول دراسية ميدان جديد),301A,فؤاد شوعي على الله (P),5:30 PM - 6:50 PM,R,031 كلية الحاسبات وت.المعلومات,05,عثمان علي ارشاد 
CPIS 354 - مبادىءالاتصال بين الانسان والح,32422,R1,نظري/عملي,8:00 AM - 9:20 AM,MW,061,149G,هند حسن بيطار (P),1:00 PM - 2:20 PM,U,061,107G,ريهام عماد ابوالحمائل 
CPIS 354 - مبادىءالاتصال بين الانسان والح,32426,R2,نظري/عملي,9:30 AM - 10:45 AM,MW,061,149G,هند حسن بيطار (P),11:00 AM - 12:20 PM,U,061,122G,ريهام عماد ابوالحمائل 
CPIS 357 - مقدمة في جودة البرمجيات واختبا,32431,D1,نظري/عملي,10:00 AM - 10:50 AM,TRU,061,127G,ثريا احمد الغامدي (P),1:00 PM - 2:20 PM,R,061,137G,ريهام عماد ابوالحمائل 
CPIS 357 - مقدمة في جودة البرمجيات واختبا,32437,D2,نظري/عملي,12:00 PM - 12:50 PM,TRU,061,125F,ثريا احمد الغامدي (P),9:30 AM - 10:50 AM,R,061,146G,ريهام عماد ابوالحمائل 
CPIS 357 - مقدمة في جودة البرمجيات واختبا,40250,IS1,نظري/عملي,1:00 PM - 2:20 PM,MW,044( فصول دراسية ميدان قديم),204A,مصطفى السيد الشربينى (P),7:00 PM - 8:20 PM,M,031 كلية الحاسبات وت.المعلومات,12,بهجت سعيد فقيه 
CPIS 357 - مقدمة في جودة البرمجيات واختبا,36425,IS2,نظري/عملي,3:00 PM - 3:50 PM,TRU,031 كلية الحاسبات وت.المعلومات,08,اسامة بسام ربيع (P),5:30 PM - 6:50 PM,R,031 كلية الحاسبات وت.المعلومات,04,اسامة بسام ربيع 
CPIS 358 - تطوير تطبيقات الانترنيت وبرمجي,36426,IS1,نظري/عملي,1:00 PM - 2:20 PM,MW,471 ( فصول دراسية ميدان جديد),210A,فؤاد شوعي على الله (P),7:00 PM - 8:20 PM,W,031 كلية الحاسبات وت.المعلومات,10,عثمان علي ارشاد 
CPIS 358 - تطوير تطبيقات الانترنيت وبرمجي,36427,IS2,نظري/عملي,4:00 PM - 4:50 PM,TRU,031 كلية الحاسبات وت.المعلومات,08,فؤاد شوعي على الله (P),11:00 AM - 12:20 PM,U,031 كلية الحاسبات وت.المعلومات,08,عثمان علي ارشاد 
CPIS 358 - تطوير تطبيقات الانترنيت وبرمجي,40252,IS3,نظري/عملي,5:30 PM - 6:50 PM,M,TBA,TBA,TBA,9:00 AM - 9:50 AM,TRU,TBA,TBA,TBA
CPIS 358 - تطوير تطبيقات الانترنيت وبرمجي,32439,N1,نظري/عملي,8:00 AM - 9:15 AM,MW,061,127G,امل حامد الحربي (P),1:00 PM - 2:20 PM,W,061,123G,امل حامد الحربي 
CPIS 358 - تطوير تطبيقات الانترنيت وبرمجي,32444,N2,نظري/عملي,9:30 AM - 10:45 AM,MW,061,127G,امل حامد الحربي (P),8:00 AM - 9:20 AM,T,061,123G,امل حامد الحربي 
CPIS 363 - النظم الذكية,36428,IS1,نظري/عملي,5:30 PM - 6:50 PM,M,031 كلية الحاسبات وت.المعلومات,16,عبدالله عيد الحجيلي ,10:00 AM - 10:50 AM,TRU,031 كلية الحاسبات وت.المعلومات,08A,عبدالله عيد الحجيلي (P)
CPIS 363 - النظم الذكية,32593,R1,نظري/عملي,11:00 AM - 11:50 AM,TRU,061,105F,مياده عبداللطيف الرايقي (P),1:00 PM - 2:20 PM,U,061,130G,هاجر هليل الجهني 
CPIS 363 - النظم الذكية,32604,R2,نظري/عملي,9:00 AM - 9:50 AM,TRU,061,105F,مياده عبداللطيف الرايقي (P),1:00 PM - 2:20 PM,W,061,138G,هاجر هليل الجهني 
CPIS 370 - مبادىءشبكات البيانات,32447,B1,نظري/عملي,9:30 AM - 10:45 AM,MW,061,121F,سحر خالد بدري (P),11:00 AM - 12:20 PM,U,061,136F,سحر خالد بدري 
CPIS 370 - مبادىءشبكات البيانات,36429,IS1,نظري/عملي,10:00 AM - 10:50 AM,TRU,031 كلية الحاسبات وت.المعلومات,05,فرخ نديم عبداللطيف (P),11:00 AM - 12:20 PM,R,031 كلية الحاسبات وت.المعلومات,01,فرخ نديم عبداللطيف 
CPIS 370 - مبادىءشبكات البيانات,36430,IS2,نظري/عملي,2:30 PM - 3:50 PM,MW,031 كلية الحاسبات وت.المعلومات,05,سلطان عبدالله القرني (P),5:30 PM - 6:50 PM,W,031 كلية الحاسبات وت.المعلومات,05,محمد حمدي العليمي 
CPIS 370 - مبادىءشبكات البيانات,40254,IS3,نظري/عملي,10:00 AM - 10:50 AM,TRU,TBA,TBA,TBA,5:30 PM - 6:50 PM,W,TBA,TBA,TBA
CPIS 380 - مقدمه في نظم الاعمال الالكترون,32454,GAR,نظري/عملي,11:00 AM - 12:15 PM,MW,061,149G,غاده احمد عامودي (P),1:00 PM - 2:20 PM,R,061,130G,وعد عبدالله الشهري 
CPIS 380 - مقدمه في نظم الاعمال الالكترون,36431,IS1,نظري/عملي,9:30 AM - 10:50 AM,MW,125 ( فصول دراسية ميدان قديم),111A,وافي امجد بديوي (P),7:00 PM - 8:20 PM,R,031 كلية الحاسبات وت.المعلومات,16,وافي امجد بديوي 
CPIS 380 - مقدمه في نظم الاعمال الالكترون,36432,IS2,نظري/عملي,1:00 PM - 1:50 PM,TRU,031 كلية الحاسبات وت.المعلومات,08A,بهجت سعيد فقيه (P),7:00 PM - 8:20 PM,U,031 كلية الحاسبات وت.المعلومات,14,بهجت سعيد فقيه 
CPIS 380 - مقدمه في نظم الاعمال الالكترون,32451,R1,نظري/عملي,1:00 PM - 2:15 PM,MW,061,149G,غاده احمد عامودي (P),9:30 AM - 10:50 AM,R,061,130G,وعد عبدالله الشهري 
CPIS 382 - تطوير الانظمة الالكترونية وتصم,36433,IS1,نظري/عملي,11:00 AM - 12:20 PM,MW,031 كلية الحاسبات وت.المعلومات,14,عبدالعزيز عطيه السلمي (P),11:00 AM - 12:20 PM,R,031 كلية الحاسبات وت.المعلومات,14,عبدالعزيز عطيه السلمي 
CPIS 393 - مهارات بيئة العمل لمتخصصي ت.,43927,IS1,نظري/عملي,7:00 PM - 8:20 PM,M,031 كلية الحاسبات وت.المعلومات,06,فهد مزيد العتيبي ,1:00 PM - 1:50 PM,TRU,031 كلية الحاسبات وت.المعلومات,07,فهد مزيد العتيبي (P)
CPIS 393 - مهارات بيئة العمل لمتخصصي ت.,43935,IS2,نظري/عملي,2:00 PM - 2:50 PM,TRU,TBA,TBA,TBA,7:00 PM - 8:20 PM,W,TBA,TBA,TBA
CPIS 420 - أساليب دعم اتخاذ القرار,32608,D1,نظري/عملي,11:00 AM - 11:50 AM,TRU,061,148G,ثريا احمد الغامدي (P),1:00 PM - 2:20 PM,U,061,123G,وعد عبدالله الشهري 
CPIS 420 - أساليب دعم اتخاذ القرار,32612,D2,نظري/عملي,9:00 AM - 9:50 AM,TRU,061,128G,ثريا احمد الغامدي (P),1:00 PM - 2:20 PM,W,061,130G,وعد عبدالله الشهري 
CPIS 420 - أساليب دعم اتخاذ القرار,36434,IS1,نظري/عملي,2:00 PM - 2:50 PM,TRU,125 ( فصول دراسية ميدان قديم),106A,ايهاب عاطف أبوزنادة (P),7:00 PM - 8:20 PM,T,031 كلية الحاسبات وت.المعلومات,15,معاذ عبدالله الغامدي 
CPIS 424 - نظم النمذجة والمحاكاة,36435,IS1,نظري/عملي,10:00 AM - 10:50 AM,TRU,081,201A,TBA,7:00 PM - 8:20 PM,W,031 كلية الحاسبات وت.المعلومات,15,TBA
CPIS 428 - مواضيع وقضايا معلوماتية,33468,A1C,نظري/عملي,1:00 PM - 2:50 PM,U,061,105F,سحر خالد بدري (P),,,,,
CPIS 428 - مواضيع وقضايا معلوماتية,33475,A2C,نظري/عملي,12:00 PM - 1:50 PM,U,061,106F,كوثر عبدالاله صعيدي (P),,,,,
CPIS 428 - مواضيع وقضايا معلوماتية,33476,A3T,نظري/عملي,9:00 AM - 10:50 AM,T,061,106G,عبير سراج عقاد (P),,,,,
CPIS 428 - مواضيع وقضايا معلوماتية,33478,A4S,نظري/عملي,11:00 AM - 12:50 PM,M,061,127G,مرام عبدالرحمن مكاوي (P),,,,,
CPIS 428 - مواضيع وقضايا معلوماتية,33479,A5S,نظري/عملي,11:00 AM - 12:50 PM,W,061,127G,مرام عبدالرحمن مكاوي (P),,,,,
CPIS 428 - مواضيع وقضايا معلوماتية,36436,F1,نظري/عملي,4:00 PM - 4:50 PM,MW,031 كلية الحاسبات وت.المعلومات,11,سمير عبدالله نوح (P),,,,,
CPIS 428 - مواضيع وقضايا معلوماتية,36437,F2,نظري/عملي,2:30 PM - 3:20 PM,MW,031 كلية الحاسبات وت.المعلومات,15,عدنان مصطفى البار (P),,,,,
CPIS 428 - مواضيع وقضايا معلوماتية,36438,F3,نظري/عملي,2:00 PM - 2:50 PM,TU,031 كلية الحاسبات وت.المعلومات,08,هادي محسن عقيبي (P),,,,,
CPIS 428 - مواضيع وقضايا معلوماتية,36439,F4,نظري/عملي,4:00 PM - 4:50 PM,TU,031 كلية الحاسبات وت.المعلومات,06,سمير عبدالله نوح (P),,,,,
CPIS 428 - مواضيع وقضايا معلوماتية,36440,F6,نظري/عملي,11:00 AM - 11:50 AM,MW,031 كلية الحاسبات وت.المعلومات,15,عدنان مصطفى البار (P),عودة إلى السابق,,, ,
CPIS 434 - استراتيجيات وسياسات نظم المعلو,32461,A1,نظري/عملي,10:00 AM - 10:50 AM,TRU,061,104F,هناء محمد صالح نمنكاني (P),,,,,
CPIS 434 - استراتيجيات وسياسات نظم المعلو,36441,IS1,نظري/عملي,9:00 AM - 9:50 AM,TRU,031 كلية الحاسبات وت.المعلومات,13,حميد حسن حسين (P),5:30 PM - 6:50 PM,W,031 كلية الحاسبات وت.المعلومات,13,حميد حسن حسين 
CPIS 434 - استراتيجيات وسياسات نظم المعلو,40256,IS2,نظري/عملي,3:00 PM - 3:50 PM,TRU,TBA,TBA,TBA,11:00 AM - 12:20 PM,U,TBA,TBA,TBA
CPIS 483 - تطبيقات الانظمة الالكترونية,32615,AA,نظري/عملي,9:30 AM - 10:45 AM,MW,061,105G,سحر حسين جمبي (P),2:30 PM - 3:50 PM,U,061,107G,وعد عبدالله الشهري 
CPIS 483 - تطبيقات الانظمة الالكترونية,36442,IS1,نظري/عملي,1:00 PM - 2:20 PM,MW,125 ( فصول دراسية ميدان قديم),210A,اسامة بسام ربيع (P),5:30 PM - 6:50 PM,M,031 كلية الحاسبات وت.المعلومات,07,حميد حسن حسين 
CPIS 490 - مواضيع مختارة في نظم المعلومات,32622,AR,نظري/عملي,9:30 AM - 10:45 AM,MW,061,148F,كوثر عبدالاله صعيدي (P),11:00 AM - 12:20 PM,W,061,135F,فوزيه عقاب الزهراني 
