Course_Name,Code,Section,Class_type,Time,Days,Building,Room,Teacher,Lab_Time,Lab_Days,Lab_Building,Lab_Room,Lab_Teacher
CPIS 490 - مواضيع مختارة في نظم المعلومات,36443,IS1,نظري/عملي,9:30 AM - 10:50 AM,MW,031 كلية الحاسبات وت.المعلومات,15,نواف جمال الحبيشي (P),11:00 AM - 12:20 PM,U,031 كلية الحاسبات وت.المعلومات,15,نواف جمال الحبيشي 
CPIS 490 - مواضيع مختارة في نظم المعلومات,40257,IS2,نظري/عملي,7:00 PM - 8:20 PM,M,031 كلية الحاسبات وت.المعلومات, ,TBA,4:00 PM - 4:50 PM,TRU,031 كلية الحاسبات وت.المعلومات, ,TBA
CPIS 498 - مشروع تخرج 1,32467,R1,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,غاده احمد عامودي (P),,,,,
CPIS 498 - مشروع تخرج 1,32485,R11,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,سحر حسين جمبي (P),,,,,
CPIS 498 - مشروع تخرج 1,32490,R12,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,دانيه مسفر الجعيد (P),,,,,
CPIS 498 - مشروع تخرج 1,32492,R13,نظري,9:00 AM - 10:00 AM,TRU,TBA,TBA,شيماء محمد سلامه (P),,,,,
CPIS 498 - مشروع تخرج 1,32493,R14,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,سعاد سليمان العريفي (P),,,,,
CPIS 498 - مشروع تخرج 1,32496,R15,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,عائشة يعقوب الصبحي (P),,,,,
CPIS 498 - مشروع تخرج 1,32498,R16,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,مياده عبداللطيف الرايقي (P),,,,,
CPIS 498 - مشروع تخرج 1,32499,R17,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,حنان صالح الغامدي (P),,,,,
CPIS 498 - مشروع تخرج 1,32526,R18,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,كوثر عبدالاله صعيدي (P),,,,,
CPIS 498 - مشروع تخرج 1,32528,R19,نظري,10:00 PM - 10:50 PM,TRU,TBA,TBA,سحر خالد بدري (P),,,,,
CPIS 498 - مشروع تخرج 1,32472,R2,نظري,7:00 PM - 7:50 PM,TRU,TBA,TBA,امينه حسن قملو (P),,,,,
CPIS 498 - مشروع تخرج 1,32532,R20,نظري,8:00 PM - 8:50 PM,TRU,TBA,TBA,امل حامد الحربي (P),,,,,
CPIS 498 - مشروع تخرج 1,32534,R21,نظري,8:00 PM - 8:50 PM,TRU,TBA,TBA,مرام عبدالرحمن مكاوي (P),,,,,
CPIS 498 - مشروع تخرج 1,32536,R22,نظري,8:00 PM - 8:50 PM,TRU,TBA,TBA,اميمه عبدالله المطرفي (P),,,,,
CPIS 498 - مشروع تخرج 1,32539,R23,نظري,8:00 PM - 8:50 PM,TRU,TBA,TBA,هناء علي المغربي (P),,,,,
CPIS 498 - مشروع تخرج 1,33494,R24,نظري,8:00 AM - 8:50 AM,TRU,TBA,TBA,فوزيه عقاب الزهراني (P),,,,,
CPIS 498 - مشروع تخرج 1,32484,R9,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,هند حسن بيطار (P),,,,,
CPIS 498 - مشروع تخرج 1,36444,S01,نظري,7:00 AM - 7:50 AM,TRU,TBA,TBA,"عبدالرحمن محمد الشريف (P), عدنان مصطفى البار ",,,,,
CPIS 498 - مشروع تخرج 1,36445,S02,نظري,8:00 AM - 8:50 AM,TRU,TBA,TBA,"عبدالرحمن محمد الشريف (P), نواف جمال الحبيشي ",,,,,
CPIS 498 - مشروع تخرج 1,36446,S03,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,"ايمن عبدالرحمن اليوبي (P), بندر احمد الزهراني ",,,,,
CPIS 498 - مشروع تخرج 1,36447,S04,نظري,10:00 PM - 10:50 PM,TRU,TBA,TBA,"سلطان عبدالله القرني (P), رائد عبدالباسط الصيني ",,,,,
CPIS 498 - مشروع تخرج 1,36448,S05,نظري,11:00 PM - 11:50 PM,TRU,TBA,TBA,"سلطان عبدالله القرني (P), نواف جمال الحبيشي ",,,,,
CPIS 498 - مشروع تخرج 1,36449,S06,نظري,6:30 AM - 7:50 AM,MW,TBA,TBA,"خالد حامد اليوبي (P), احمد مصطفى بلفقيه ",,,,,
CPIS 498 - مشروع تخرج 1,36450,S07,نظري,8:00 AM - 9:20 AM,MW,TBA,TBA,"خالد حامد اليوبي (P), احمد مصطفى بلفقيه ",,,,,
CPIS 498 - مشروع تخرج 1,36451,S08,نظري,9:00 PM - 10:20 PM,MW,TBA,TBA,"بهجت سعيد فقيه (P), عادل عبود باحداد ",,,,,
CPIS 498 - مشروع تخرج 1,36452,S09,نظري,10:30 PM - 11:50 PM,MW,TBA,TBA,"بهجت سعيد فقيه (P), ايمن احمد يفوز ",,,,,
CPIS 498 - مشروع تخرج 1,36453,S12,نظري,8:00 AM - 8:50 AM,TRU,TBA,TBA,"هادي محسن عقيبي (P), هاني جمال سليماني ",,,,,
CPIS 498 - مشروع تخرج 1,36454,S13,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,"هادي محسن عقيبي (P), هاني جمال سليماني ",,,,,
CPIS 498 - مشروع تخرج 1,36455,S14,نظري,10:00 PM - 10:50 PM,TRU,TBA,TBA,"هادي محسن عقيبي (P), هاني جمال سليماني ",,,,,
CPIS 498 - مشروع تخرج 1,36456,S15,نظري,11:00 PM - 11:50 PM,TRU,TBA,TBA,"هاني جمال سليماني (P), هادي محسن عقيبي ",,,,,
CPIS 498 - مشروع تخرج 1,36457,S16,نظري,7:00 AM - 7:50 AM,TRU,TBA,TBA,"ايمن احمد يفوز (P), خالد حامد اليوبي ",,,,,
CPIS 498 - مشروع تخرج 1,36458,S17,نظري,6:30 AM - 7:50 AM,MW,TBA,TBA,"عبدالرحمن محمد الشريف (P), رائد عبدالباسط الصيني ",,,,,
CPIS 498 - مشروع تخرج 1,36459,S18,نظري,8:00 AM - 9:20 AM,MW,TBA,TBA,"ايمن احمد يفوز (P), رائد عبدالباسط الصيني ",,,,,
CPIS 498 - مشروع تخرج 1,36460,S19,نظري,9:00 PM - 10:20 PM,MW,TBA,TBA,"رائد عبدالباسط الصيني (P), ساشي عرفات ",,,,,
CPIS 498 - مشروع تخرج 1,36461,S20,نظري,10:30 PM - 11:50 PM,MW,TBA,TBA,"رائد عبدالباسط الصيني (P), ساشي عرفات ",,,,,
CPIS 498 - مشروع تخرج 1,36462,S21,نظري,7:00 AM - 7:50 AM,TRU,TBA,TBA,"فؤاد شوعي على الله (P), ساشي عرفات ",,,,,
CPIS 498 - مشروع تخرج 1,36463,S22,نظري,8:00 AM - 8:50 AM,TRU,TBA,TBA,"فؤاد شوعي على الله (P), رائد عبدالباسط الصيني ",,,,,
CPIS 498 - مشروع تخرج 1,36464,S23,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,"وافي امجد بديوي (P), حميد حسن حسين ",,,,,
CPIS 498 - مشروع تخرج 1,36465,S24,نظري,10:00 PM - 10:50 PM,TRU,TBA,TBA,"عبدالله عيد الحجيلي (P), ساشي عرفات ",,,,,
CPIS 498 - مشروع تخرج 1,36466,S25,نظري,11:00 PM - 11:50 PM,TRU,TBA,TBA,"عبدالعزيز عطيه السلمي (P), عبدالرحمن محمد الشريف ",,,,,
CPIS 498 - مشروع تخرج 1,36467,S26,نظري,6:30 AM - 7:50 AM,MW,TBA,TBA,"عبدالعزيز عطيه السلمي (P), وافي امجد بديوي ",,,,,
CPIS 498 - مشروع تخرج 1,36468,S27,نظري,8:00 AM - 9:20 AM,MW,TBA,TBA,"عبدالعزيز عطيه السلمي (P), عبدالله عيد الحجيلي ",,,,,
CPIS 498 - مشروع تخرج 1,36469,S28,نظري,9:00 PM - 10:20 PM,MW,TBA,TBA,"وافي امجد بديوي (P), مصطفى السيد الشربينى ",,,,,
CPIS 498 - مشروع تخرج 1,36470,S29,نظري,10:30 PM - 11:50 PM,MW,TBA,TBA,"وافي امجد بديوي (P), حميد حسن حسين ",,,,,
CPIS 498 - مشروع تخرج 1,36471,S30,نظري,6:30 AM - 7:50 AM,MW,TBA,TBA,"حسن فؤاد لبنى (P), عبدالله عيد الحجيلي ",,,,,
CPIS 498 - مشروع تخرج 1,36472,S31,نظري,7:00 AM - 7:50 AM,TRU,TBA,TBA,"حسن فؤاد لبنى (P), عبدالعزيز عطيه السلمي ",,,,,
CPIS 498 - مشروع تخرج 1,36473,S32,نظري,8:00 AM - 8:50 AM,TRU,TBA,TBA,"حسن فؤاد لبنى (P), عبدالعزيز عطيه السلمي ",,,,,
CPIS 498 - مشروع تخرج 1,36474,S33,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,"حسن فؤاد لبنى (P), سمير عبدالله نوح ",,,,,
CPIS 498 - مشروع تخرج 1,36475,S34,نظري,10:00 PM - 10:50 PM,TRU,TBA,TBA,"حسن فؤاد لبنى (P), سمير عبدالله نوح ",,,,,
CPIS 498 - مشروع تخرج 1,36476,S35,نظري,11:00 PM - 11:50 PM,TRU,TBA,TBA,"حسن فؤاد لبنى (P), سمير عبدالله نوح ",,,,,
CPIS 498 - مشروع تخرج 1,36477,S36,نظري,8:00 AM - 9:20 AM,MW,TBA,TBA,"عبدالرحمن محمد الشريف (P), علاء عمر خديدوس​ ",,,,,
CPIS 498 - مشروع تخرج 1,36478,S37,نظري,9:00 PM - 10:20 PM,MW,TBA,TBA,"عبدالرحمن محمد الشريف (P), خالد حامد اليوبي ",,,,,
CPIS 498 - مشروع تخرج 1,36479,S38,نظري,10:30 PM - 11:50 PM,MW,TBA,TBA,"عبدالرحمن محمد الشريف (P), خالد حامد اليوبي ",,,,,
CPIS 498 - مشروع تخرج 1,36480,S39,نظري,6:30 AM - 7:50 AM,MW,TBA,TBA,"فهد صالح العتيبي (P), عادل عبود باحداد ",,,,,
CPIS 498 - مشروع تخرج 1,36481,S40,نظري,8:00 AM - 9:20 AM,MW,TBA,TBA,"فهد صالح العتيبي (P), توفيق زهير حسنين ",,,,,
CPIS 498 - مشروع تخرج 1,36482,S41,نظري,7:00 AM - 7:50 AM,TRU,TBA,TBA,"نايف راضي الجهني (P), مصطفى السيد الشربينى ",,,,,
CPIS 498 - مشروع تخرج 1,36483,S42,نظري,8:00 AM - 8:50 AM,TRU,TBA,TBA,"محمد حمدي العليمي (P), مصطفى السيد الشربينى ",,,,,
CPIS 498 - مشروع تخرج 1,36484,S43,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,"احمد سعيد الفقيه (P), ساشي عرفات ",,,,,
CPIS 498 - مشروع تخرج 1,36485,S44,نظري,10:00 PM - 10:50 PM,TRU,TBA,TBA,"محمد حمدي العليمي (P), احمد سعيد الفقيه ",,,,,
CPIS 498 - مشروع تخرج 1,36486,S45,نظري,11:00 PM - 11:50 PM,TRU,TBA,TBA,"فهد صالح العتيبي (P), خالد حامد اليوبي ",,,,,
CPIS 498 - مشروع تخرج 1,36487,S46,نظري,9:00 PM - 10:20 PM,MW,TBA,TBA,"فؤاد شوعي على الله (P), علاء عمر خديدوس​ ",,,,,
CPIS 498 - مشروع تخرج 1,36488,S47,نظري,10:30 PM - 11:50 PM,MW,TBA,TBA,"حسن فؤاد لبنى (P), احمد سعيد الفقيه ",عودة إلى السابق,,, ,
CPIS 499 - مشروع تخرج 2,32545,A1,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,حليمة ادريس سمرا (P),,,,,
CPIS 499 - مشروع تخرج 2,32567,A10,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,ديمه حسين الاحمدي (P),,,,,
CPIS 499 - مشروع تخرج 2,32568,A11,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,هناء علي المغربي (P),,,,,
CPIS 499 - مشروع تخرج 2,32569,A12,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,فوزيه عقاب الزهراني (P),,,,,
CPIS 499 - مشروع تخرج 2,32572,A13,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,هناء محمد صالح نمنكاني (P),,,,,
CPIS 499 - مشروع تخرج 2,32574,A14,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,اروى محمود ولي (P),,,,,
CPIS 499 - مشروع تخرج 2,32576,A15,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,مها فاروق محمد صابر (P),,,,,
CPIS 499 - مشروع تخرج 2,32546,A2,نظري,8:00 PM - 8:50 PM,TRU,TBA,TBA,ثريا احمد الغامدي (P),,,,,
CPIS 499 - مشروع تخرج 2,32552,A3,نظري,8:00 PM - 8:50 PM,TRU,TBA,TBA,امل جميل بابور (P),,,,,
CPIS 499 - مشروع تخرج 2,32553,A4,نظري,8:00 PM - 8:50 PM,TRU,TBA,TBA,ديمه حسين الاحمدي (P),,,,,
CPIS 499 - مشروع تخرج 2,32554,A5,نظري,8:00 PM - 8:50 PM,TRU,TBA,TBA,عائشه محمد مقبل (P),,,,,
CPIS 499 - مشروع تخرج 2,32557,A6,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,سلمى محجوب عمر (P),,,,,
CPIS 499 - مشروع تخرج 2,32560,A7,نظري,7:00 PM - 7:50 PM,TRU,TBA,TBA,اروى فؤاد ديولي (P),,,,,
CPIS 499 - مشروع تخرج 2,32561,A8,نظري,7:00 PM - 7:50 PM,TRU,TBA,TBA,مها فاروق محمد صابر (P),,,,,
CPIS 499 - مشروع تخرج 2,32564,A9,نظري,8:00 PM - 8:50 PM,TRU,TBA,TBA,امينه حسن قملو (P),,,,,
CPIS 499 - مشروع تخرج 2,36489,S01,نظري,7:00 AM - 7:50 AM,TRU,TBA,TBA,TBA,,,,,
CPIS 499 - مشروع تخرج 2,36490,S02,نظري,8:00 AM - 8:50 AM,TRU,TBA,TBA,"خالد حامد اليوبي (P), وافي امجد بديوي ",,,,,
CPIS 499 - مشروع تخرج 2,36491,S03,نظري,9:00 PM - 9:50 PM,TRU,TBA,TBA,"هاني سامي برديسي (P), احمد مصطفى بلفقيه ",,,,,
CPIS 499 - مشروع تخرج 2,36492,S04,نظري,10:00 PM - 10:50 PM,TRU,TBA,TBA,"هاني سامي برديسي (P), ايمن احمد يفوز ",,,,,
CPIS 499 - مشروع تخرج 2,36493,S05,نظري,11:00 PM - 11:50 PM,TRU,TBA,TBA,"عبدالله عبدالحميد البركاتي (P), ايمن احمد يفوز ",,,,,
CPIS 499 - مشروع تخرج 2,36494,S06,نظري,6:30 AM - 7:50 AM,MW,TBA,TBA,"فؤاد شوعي على الله (P), ايمن احمد يفوز ",,,,,
CPIS 499 - مشروع تخرج 2,36495,S07,نظري,8:00 AM - 9:20 AM,MW,TBA,TBA,"حسن فؤاد لبنى (P), يوسف سعيد السناني ",,,,,
CPIS 499 - مشروع تخرج 2,36496,S08,نظري,9:00 PM - 10:20 PM,MW,TBA,TBA,"حسن فؤاد لبنى (P), يوسف سعيد السناني ",,,,,
CPIS 499 - مشروع تخرج 2,36497,S09,نظري,10:30 PM - 11:50 PM,MW,TBA,TBA,"علاء عمر خديدوس​ (P), سلطان عبدالله القرني ",,,,,
CPIS 499 - مشروع تخرج 2,36498,S10,نظري,8:00 AM - 8:50 AM,TRU,TBA,TBA,"علاء عمر خديدوس​ (P), سلطان عبدالله القرني ",,,,,
CPIS 499 - مشروع تخرج 2,36499,S11,نظري,7:00 AM - 7:50 AM,TRU,TBA,TBA,"علاء عمر خديدوس​ (P), عادل عبود باحداد ",عودة إلى السابق,,, ,
